          x  Sw_0         p_0      Sw_1         p_1      Sw_2         p_2      Sw_3         p_3      Sw_4          p_4   C_0            C_1            C_2            C_3            C_4 
23    460.0  0.251  223.522092  0.251000  223.522092  0.479087  243.125446  0.627510  320.947015  0.691881   499.722892   0.0   2.274340e-45   9.378421e+00   2.448181e+02   4.602921e+02
24    480.0  0.251  220.619207  0.251000  220.619207  0.472269  237.439963  0.612907  305.582945  0.686785   472.169321   0.0   1.422637e-51   4.662447e+00   2.031330e+02   4.441007e+02
25    500.0  0.251  217.716323  0.251000  217.716323  0.468157  231.921841  0.596035  292.030614  0.680825   445.539494   0.0   8.848447e-58   2.168844e+00   1.634639e+02   4.239194e+02
26    520.0  0.251  214.813439  0.251000  214.813439  0.465356  226.485547  0.577041  280.228256  0.673806   420.112969   0.0   5.451967e-64   9.397691e-01   1.272096e+02   3.996759e+02
27    540.0  0.251  211.910554  0.251000  211.910554  0.462223  221.075827  0.557766  270.037356  0.665502   396.177997   0.0   3.326138e-70   3.750480e-01   9.545215e+01   3.715604e+02
28    560.0  0.251  209.007670  0.251000  209.007670  0.455742  215.645723  0.540159  261.140853  0.655749   374.019066   0.0   2.013455e-76   1.345089e-01   6.894483e+01   3.400352e+02
29    580.0  0.251  206.104786  0.251000  206.104786  0.437285  210.142341  0.523249  253.220393  0.645058   353.916597   0.0   1.213859e-82   4.092401e-02   4.783751e+01   3.058299e+02
30    600.0  0.251  203.201901  0.251000  203.201901  0.378194  204.770537  0.508023  246.087217  0.635106   335.734423   0.0   7.318562e-89   8.787090e-03   3.183342e+01   2.699798e+02
31    620.0  0.251  200.299017  0.251000  200.299017  0.276964  200.513905  0.495325  239.557359  0.623924   319.157798   0.0   4.428189e-95   5.224755e-04   2.030438e+01   2.336191e+02
32    640.0  0.251  197.396133  0.251000  197.396133  0.251311  197.398315  0.485567  233.465327  0.611137   304.155940   0.0  2.694127e-101   3.651326e-07   1.242008e+01   1.978562e+02
33    660.0  0.251  194.493249  0.251000  194.493249  0.251000  194.493250  0.478644  227.673609  0.596653   290.721006   0.0  1.648379e-107   3.926627e-13   7.295921e+00   1.637324e+02
34    680.0  0.251  191.590364  0.251000  191.590364  0.251000  191.590364  0.474068  222.076646  0.580514   278.802612   0.0  1.012837e-113   2.451893e-19   4.122550e+00   1.321447e+02
35    700.0  0.251  188.687480  0.251000  188.687480  0.251000  188.687480  0.471212  216.599316  0.563575   268.318324   0.0  6.236134e-120   1.510363e-25   2.243758e+00   1.038062e+02
36    720.0  0.251  185.784596  0.251000  185.784596  0.251000  185.784596  0.469500  211.191721  0.548308   259.036829   0.0  3.839139e-126   9.128764e-32   1.177175e+00   7.927640e+01
37    740.0  0.251  182.881711  0.251000  182.881711  0.251000  182.881711  0.468487  205.822652  0.533407   250.686116   0.0  2.359397e-132   5.414159e-38   5.953249e-01   5.879117e+01
38    760.0  0.251  179.978827  0.251000  179.978827  0.251000  179.978827  0.467868  200.473524  0.519318   243.106716   0.0  1.446455e-138   3.164996e-44   2.899466e-01   4.228486e+01
39    780.0  0.251  177.075943  0.251000  177.075943  0.251000  177.075943  0.467435  195.133601  0.506690   236.156726   0.0  8.847299e-145   1.836602e-50   1.357269e-01   2.947332e+01
40    800.0  0.251  174.173058  0.251000  174.173058  0.251000  174.173058  0.467018  189.796453  0.496023   229.700592   0.0  5.403387e-151   1.066216e-56   6.085378e-02   1.990597e+01
41    820.0  0.251  171.270174  0.251000  171.270174  0.251000  171.270174  0.466392  184.457104  0.487551   223.616271   0.0  3.298791e-157   6.232852e-63   2.598237e-02   1.303379e+01
42    840.0  0.251  168.367290  0.251000  168.367290  0.251000  168.367290  0.465075  179.108724  0.481220   217.800300   0.0  2.015323e-163   3.681891e-69   1.046211e-02   8.281873e+00
43    860.0  0.251  165.464405  0.251000  165.464405  0.251000  165.464405  0.461778  173.736681  0.476744   212.170065   0.0  1.233010e-169   2.197656e-75   3.904725e-03   5.113247e+00
44    880.0  0.251  162.561521  0.251000  162.561521  0.251000  162.561521  0.452680  168.307476  0.473728   206.663311   0.0  7.557040e-176   1.321421e-81   1.305378e-03   3.071187e+00
45    900.0  0.251  159.658637  0.251000  159.658637  0.251000  159.658637  0.424831  162.790061  0.471775   201.235567   0.0  4.639106e-182   7.968989e-88   3.597832e-04   1.796398e+00
46    920.0  0.251  156.755753  0.251000  156.755753  0.251000  156.755753  0.342351  157.720578  0.470546   195.856563   0.0  2.851088e-188   4.799880e-94   5.988564e-05   1.024027e+00
47    940.0  0.251  153.852868  0.251000  153.852868  0.251000  153.852868  0.259503  153.917813  0.469786   190.506546   0.0  1.753169e-194  2.879196e-100   1.228636e-06   5.691559e-01
48    960.0  0.251  150.949984  0.251000  150.949984  0.251000  150.949984  0.251029  150.950181  0.469315   185.173106   0.0  1.078063e-200  1.717983e-106   7.240102e-11   3.084909e-01
49    980.0  0.251  148.047100  0.251000  148.047100  0.251000  148.047100  0.251000  148.047100  0.469017   179.848697   0.0  6.627131e-207  1.020150e-112   4.459047e-17   1.630470e-01
50   1000.0  0.251  145.144215  0.251000  145.144215  0.251000  145.144215  0.251000  145.144215  0.468816   174.528865   0.0  4.072182e-213  6.038117e-119   2.544783e-23   8.400427e-02
51   1020.0  0.251  142.241331  0.251000  142.241331  0.251000  142.241331  0.251000  142.241331  0.468668   169.211043   0.0  2.501510e-219  3.569975e-125   1.441423e-29   4.216440e-02
52   1040.0  0.251  139.338447  0.251000  139.338447  0.251000  139.338447  0.251000  139.338447  0.468545   163.893773   0.0  1.536614e-225  2.112743e-131   8.199286e-36   2.059865e-02
53   1060.0  0.251  136.435562  0.251000  136.435562  0.251000  136.435562  0.251000  136.435562  0.468426   158.576200   0.0  9.441639e-232  1.253341e-137   4.726252e-42   9.780871e-03
54   1080.0  0.251  133.532678  0.251000  133.532678  0.251000  133.532678  0.251000  133.532678  0.468293   153.257728   0.0  5.804459e-238  7.457005e-144   2.771307e-48   4.504872e-03
55   1100.0  0.251  130.629794  0.251000  130.629794  0.251000  130.629794  0.251000  130.629794  0.468106   147.937689   0.0  3.570869e-244  4.448183e-150   1.649890e-54   2.006575e-03
56   1120.0  0.251  127.726909  0.251000  127.726909  0.251000  127.726909  0.251000  127.726909  0.467777   142.614834   0.0  2.198344e-250  2.657724e-156   9.913797e-61   8.604615e-04
57   1140.0  0.251  124.824025  0.251000  124.824025  0.251000  124.824025  0.251000  124.824025  0.467072   137.286169   0.0  1.354232e-256  1.588683e-162   5.969176e-67   3.527148e-04
58   1160.0  0.251  121.921141  0.251000  121.921141  0.251000  121.921141  0.251000  121.921141  0.465368   131.944106   0.0  8.346526e-263  9.491164e-169   3.579871e-73   1.365888e-04
59   1180.0  0.251  119.018257  0.251000  119.018257  0.251000  119.018257  0.251000  119.018257  0.460920   126.569602   0.0  5.145986e-269  5.663423e-175   2.130860e-79   4.892587e-05
60   1200.0  0.251  116.115372  0.251000  116.115372  0.251000  116.115372  0.251000  116.115372  0.448418   121.121105   0.0  3.173448e-275  3.374765e-181   1.257763e-85   1.552767e-05
61   1220.0  0.251  113.212488  0.251000  113.212488  0.251000  113.212488  0.251000  113.212488  0.409416   115.615357   0.0  1.957353e-281  2.008730e-187   7.372286e-92   3.896858e-06
62   1240.0  0.251  110.309604  0.251000  110.309604  0.251000  110.309604  0.251000  110.309604  0.311254   110.877256   0.0  1.207491e-287  1.194918e-193   4.303422e-98   4.707449e-07
63   1260.0  0.251  107.406719  0.251000  107.406719  0.251000  107.406719  0.251000  107.406719  0.253532   107.425244   0.0  7.450734e-294  7.108074e-200  2.510247e-104   2.852589e-09
64   1280.0  0.251  104.503835  0.251000  104.503835  0.251000  104.503835  0.251000  104.503835  0.251004   104.503859   0.0  4.598843e-300  4.230411e-206  1.467621e-110   2.012506e-14
65   1300.0  0.251  101.600951  0.251000  101.600951  0.251000  101.600951  0.251000  101.600951  0.251000   101.600951   0.0  2.839657e-306  2.519753e-212  8.616106e-117   1.140078e-20
66   1320.0  0.251   98.698066  0.251000   98.698066  0.251000   98.698066  0.251000   98.698066  0.251000    98.698066   0.0  1.754184e-312  1.502102e-218  5.081266e-123   6.562733e-27
67   1340.0  0.251   95.795182  0.251000   95.795182  0.251000   95.795182  0.251000   95.795182  0.251000    95.795182   0.0  1.084148e-318  8.960582e-225  3.007409e-129   3.870612e-33
68   1360.0  0.251   92.892298  0.251000   92.892298  0.251000   92.892298  0.251000   92.892298  0.251000    92.892298   0.0   0.000000e+00  5.347421e-231  1.783323e-135   2.323953e-39
69   1380.0  0.251   89.989414  0.251000   89.989414  0.251000   89.989414  0.251000   89.989414  0.251000    89.989414   0.0   0.000000e+00  3.191466e-237  1.057507e-141   1.405883e-45
70   1400.0  0.251   87.086529  0.251000   87.086529  0.251000   87.086529  0.251000   87.086529  0.251000    87.086529   0.0   0.000000e+00  1.904443e-243  6.262123e-148   8.484979e-52
71   1420.0  0.251   84.183645  0.251000   84.183645  0.251000   84.183645  0.251000   84.183645  0.251000    84.183645   0.0   0.000000e+00  1.136117e-249  3.700102e-154   5.074440e-58
72   1440.0  0.251   81.280761  0.251000   81.280761  0.251000   81.280761  0.251000   81.280761  0.251000    81.280761   0.0   0.000000e+00  6.775713e-256  2.181460e-160   2.998585e-64
73   1460.0  0.251   78.377876  0.251000   78.377876  0.251000   78.377876  0.251000   78.377876  0.251000    78.377876   0.0   0.000000e+00  4.040242e-262  1.284003e-166   1.751966e-70
74   1480.0  0.251   75.474992  0.251000   75.474992  0.251000   75.474992  0.251000   75.474992  0.251000    75.474992   0.0   0.000000e+00  2.409057e-268  7.551899e-173   1.015403e-76
75   1500.0  0.251   72.572108  0.251000   72.572108  0.251000   72.572108  0.251000   72.572108  0.251000    72.572108   0.0   0.000000e+00  1.436621e-274  4.442416e-179   5.865265e-83
76   1520.0  0.251   69.669223  0.251000   69.669223  0.251000   69.669223  0.251000   69.669223  0.251000    69.669223   0.0   0.000000e+00  8.569264e-281  2.615553e-185   3.392656e-89
77   1540.0  0.251   66.766339  0.251000   66.766339  0.251000   66.766339  0.251000   66.766339  0.251000    66.766339   0.0   0.000000e+00  5.112988e-287  1.541842e-191   1.972205e-95
78   1560.0  0.251   63.863455  0.251000   63.863455  0.251000   63.863455  0.251000   63.863455  0.251000    63.863455   0.0   0.000000e+00  3.051629e-293  9.099784e-198  1.154018e-101
79   1580.0  0.251   60.960570  0.251000   60.960570  0.251000   60.960570  0.251000   60.960570  0.251000    60.960570   0.0   0.000000e+00  1.821750e-299  5.375147e-204  6.793370e-108
80   1600.0  0.251   58.057686  0.251000   58.057686  0.251000   58.057686  0.251000   58.057686  0.251000    58.057686   0.0   0.000000e+00  1.087705e-305  3.176193e-210  4.014746e-114
81   1620.0  0.251   55.154802  0.251000   55.154802  0.251000   55.154802  0.251000   55.154802  0.251000    55.154802   0.0   0.000000e+00  6.494781e-312  1.876617e-216  2.375472e-120
82   1640.0  0.251   52.251918  0.251000   52.251918  0.251000   52.251918  0.251000   52.251918  0.251000    52.251918   0.0   0.000000e+00  3.878139e-318  1.108284e-222  1.403784e-126
83   1660.0  0.251   49.349033  0.251000   49.349033  0.251000   49.349033  0.251000   49.349033  0.251000    49.349033   0.0   0.000000e+00   0.000000e+00  6.541425e-229  8.272255e-133
84   1680.0  0.251   46.446149  0.251000   46.446149  0.251000   46.446149  0.251000   46.446149  0.251000    46.446149   0.0   0.000000e+00   0.000000e+00  3.858898e-235  4.858485e-139
85   1700.0  0.251   43.543265  0.251000   43.543265  0.251000   43.543265  0.251000   43.543265  0.251000    43.543265   0.0   0.000000e+00   0.000000e+00  2.275663e-241  2.845320e-145
86   1720.0  0.251   40.640380  0.251000   40.640380  0.251000   40.640380  0.251000   40.640380  0.251000    40.640380   0.0   0.000000e+00   0.000000e+00  1.341890e-247  1.663407e-151
87   1740.0  0.251   37.737496  0.251000   37.737496  0.251000   37.737496  0.251000   37.737496  0.251000    37.737496   0.0   0.000000e+00   0.000000e+00  7.913941e-254  9.720644e-158
88   1760.0  0.251   34.834612  0.251000   34.834612  0.251000   34.834612  0.251000   34.834612  0.251000    34.834612   0.0   0.000000e+00   0.000000e+00  4.668794e-260  5.685202e-164
89   1780.0  0.251   31.931727  0.251000   31.931727  0.251000   31.931727  0.251000   31.931727  0.251000    31.931727   0.0   0.000000e+00   0.000000e+00  2.755348e-266  3.330305e-170
90   1800.0  0.251   29.028843  0.251000   29.028843  0.251000   29.028843  0.251000   29.028843  0.251000    29.028843   0.0   0.000000e+00   0.000000e+00  1.626632e-272  1.954320e-176
91   1820.0  0.251   26.125959  0.251000   26.125959  0.251000   26.125959  0.251000   26.125959  0.251000    26.125959   0.0   0.000000e+00   0.000000e+00  9.604962e-279  1.148535e-182
92   1840.0  0.251   23.223074  0.251000   23.223074  0.251000   23.223074  0.251000   23.223074  0.251000    23.223074   0.0   0.000000e+00   0.000000e+00  5.672014e-285  6.755431e-189
93   1860.0  0.251   20.320190  0.251000   20.320190  0.251000   20.320190  0.251000   20.320190  0.251000    20.320190   0.0   0.000000e+00   0.000000e+00  3.349371e-291  3.973818e-195
94   1880.0  0.251   17.417306  0.251000   17.417306  0.251000   17.417306  0.251000   17.417306  0.251000    17.417306   0.0   0.000000e+00   0.000000e+00  1.977616e-297  2.336415e-201
95   1900.0  0.251   14.514422  0.251000   14.514422  0.251000   14.514422  0.251000   14.514422  0.251000    14.514422   0.0   0.000000e+00   0.000000e+00  1.167524e-303  1.372562e-207
96   1920.0  0.251   11.611537  0.251000   11.611537  0.251000   11.611537  0.251000   11.611537  0.251000    11.611537   0.0   0.000000e+00   0.000000e+00  6.892033e-310  8.056275e-214
97   1940.0  0.251    8.708653  0.251000    8.708653  0.251000    8.708653  0.251000    8.708653  0.251000     8.708653   0.0   0.000000e+00   0.000000e+00  4.068306e-316  4.725451e-220
98   1960.0  0.251    5.805769  0.251000    5.805769  0.251000    5.805769  0.251000    5.805769  0.251000     5.805769   0.0   0.000000e+00   0.000000e+00  2.371515e-322  2.770819e-226
99   1980.0  0.251    2.902884  0.251000    2.902884  0.251000    2.902884  0.251000    2.902884  0.251000     2.902884   0.0   0.000000e+00   0.000000e+00   0.000000e+00  1.624759e-232
100  2000.0  0.251    0.000000  0.251000    0.000000  0.251000    0.000000  0.251000    0.000000  0.251000     0.000000   0.0   0.000000e+00   0.000000e+00   0.000000e+00  9.530442e-239
