          x  Sw_0         p_0      Sw_1         p_1      Sw_2         p_2      Sw_3         p_3      Sw_4          p_4   C_0            C_1            C_2            C_3            C_4 
34    170.0  0.251  265.613914  0.580734  287.452547  0.715649  482.328594  0.727527  697.182004  0.734099   908.915833   0.0   1.325353e+02   4.999479e+02   5.000000e+02   5.000000e+02
35    175.0  0.251  264.888193  0.563790  284.826931  0.714665  475.155370  0.726857  690.303976  0.733520   902.202619   0.0   1.041561e+02   4.999068e+02   5.000000e+02   5.000000e+02
36    180.0  0.251  264.162472  0.548509  282.502812  0.713661  467.959042  0.726195  683.409395  0.732950   895.475095   0.0   7.957809e+01   4.998376e+02   5.000000e+02   5.000000e+02
37    185.0  0.251  263.436751  0.533608  280.412293  0.712629  460.739759  0.725542  676.498475  0.732387   888.733467   0.0   5.904245e+01   4.997241e+02   5.000000e+02   5.000000e+02
38    190.0  0.251  262.711030  0.519505  278.515051  0.711563  453.497861  0.724896  669.571421  0.731833   881.977934   0.0   4.248648e+01   4.995427e+02   5.000000e+02   5.000000e+02
39    195.0  0.251  261.985309  0.506856  276.775611  0.710452  446.234006  0.724257  662.628420  0.731286   875.208684   0.0   2.962897e+01   4.992598e+02   5.000000e+02   5.000000e+02
40    200.0  0.251  261.259588  0.496160  275.160065  0.709286  438.949342  0.723624  655.669652  0.730746   868.425900   0.0   2.002153e+01   4.988293e+02   5.000000e+02   5.000000e+02
41    205.0  0.251  260.533867  0.487659  273.637856  0.708052  431.645731  0.722997  648.695282  0.730214   861.629758   0.0   1.311630e+01   4.981898e+02   5.000000e+02   5.000000e+02
42    210.0  0.251  259.808145  0.481300  272.183057  0.706737  424.326027  0.722375  641.705465  0.729687   854.820425   0.0   8.338617e+00   4.972614e+02   5.000000e+02   5.000000e+02
43    215.0  0.251  259.082424  0.476800  270.774945  0.705323  416.994400  0.721759  634.700343  0.729167   847.998063   0.0   5.150913e+00   4.959439e+02   5.000000e+02   5.000000e+02
44    220.0  0.251  258.356703  0.473766  269.397893  0.703792  409.656703  0.721146  627.680047  0.728653   841.162828   0.0   3.095375e+00   4.941153e+02   5.000000e+02   5.000000e+02
45    225.0  0.251  257.630982  0.471800  268.040727  0.702124  402.320870  0.720537  620.644693  0.728145   834.314869   0.0   1.811458e+00   4.916315e+02   5.000000e+02   5.000000e+02
46    230.0  0.251  256.905261  0.470563  266.695837  0.700295  394.997305  0.719932  613.594387  0.727643   827.454330   0.0   1.033134e+00   4.883285e+02   4.999999e+02   5.000000e+02
47    235.0  0.251  256.179540  0.469797  265.358253  0.698279  387.699251  0.719329  606.529219  0.727145   820.581349   0.0   5.745124e-01   4.840255e+02   4.999999e+02   5.000000e+02
48    240.0  0.251  255.453819  0.469323  264.024849  0.696046  380.443093  0.718728  599.449267  0.726653   813.696061   0.0   3.115575e-01   4.785318e+02   4.999998e+02   5.000000e+02
49    245.0  0.251  254.728098  0.469022  262.693726  0.693563  373.248551  0.718128  592.354591  0.726165   806.798591   0.0   1.647569e-01   4.716547e+02   4.999996e+02   5.000000e+02
50    250.0  0.251  254.002377  0.468821  261.363761  0.690794  366.138743  0.717528  585.245239  0.725682   799.889065   0.0   8.493297e-02   4.632096e+02   4.999992e+02   5.000000e+02
51    255.0  0.251  253.276656  0.468672  260.034306  0.687694  359.140075  0.716928  578.121238  0.725204   792.967599   0.0   4.265575e-02   4.530320e+02   4.999986e+02   5.000000e+02
52    260.0  0.251  252.550935  0.468548  258.704993  0.684215  352.281942  0.716327  570.982599  0.724730   786.034308   0.0   2.085179e-02   4.409895e+02   4.999975e+02   5.000000e+02
53    265.0  0.251  251.825214  0.468430  257.375608  0.680299  345.596236  0.715723  563.829314  0.724259   779.089300   0.0   9.907792e-03   4.269929e+02   4.999956e+02   5.000000e+02
54    270.0  0.251  251.099493  0.468298  256.046001  0.675879  339.116679  0.715115  556.661357  0.723793   772.132680   0.0   4.566745e-03   4.110071e+02   4.999924e+02   5.000000e+02
55    275.0  0.251  250.373771  0.468113  254.716008  0.670874  332.878005  0.714502  549.478682  0.723330   765.164547   0.0   2.035858e-03   3.930575e+02   4.999872e+02   5.000000e+02
56    280.0  0.251  249.648050  0.467790  253.385322  0.665192  326.915063  0.713883  542.281226  0.722871   758.184997   0.0   8.738873e-04   3.732350e+02   4.999787e+02   5.000000e+02
57    285.0  0.251  248.922329  0.467100  252.053212  0.658738  321.261981  0.713255  535.068916  0.722414   751.194122   0.0   3.586576e-04   3.516952e+02   4.999652e+02   5.000000e+02
58    290.0  0.251  248.196608  0.465434  250.717825  0.651488  315.951795  0.712617  527.841670  0.721961   744.192006   0.0   1.391148e-04   3.286570e+02   4.999442e+02   5.000000e+02
59    295.0  0.251  247.470887  0.461096  249.374506  0.643915  311.018292  0.711966  520.599411  0.721511   737.178734   0.0   4.994741e-05   3.044053e+02   4.999117e+02   5.000000e+02
60    300.0  0.251  246.745166  0.448930  248.013014  0.637247  306.427564  0.711299  513.342084  0.721063   730.154382   0.0   1.591429e-05   2.793242e+02   4.998626e+02   5.000000e+02
61    305.0  0.251  246.019445  0.411063  246.635828  0.630067  302.119715  0.710613  506.069677  0.720618   723.119023   0.0   4.029407e-06   2.538147e+02   4.997894e+02   5.000000e+02
62    310.0  0.251  245.293724  0.313966  245.443499  0.622132  298.088810  0.709903  498.782256  0.720175   716.072726   0.0   5.038950e-07   2.282662e+02   4.996819e+02   5.000000e+02
63    315.0  0.251  244.568003  0.253857  244.573247  0.613399  294.337868  0.709167  491.480008  0.719734   709.015555   0.0   3.454068e-09   2.030670e+02   4.995266e+02   5.000000e+02
64    320.0  0.251  243.842282  0.251004  243.842289  0.603826  290.865887  0.708399  484.163299  0.719295   701.947567   0.0   2.916276e-14   1.785872e+02   4.993057e+02   5.000000e+02
65    325.0  0.251  243.116561  0.251000  243.116561  0.593386  287.667958  0.707593  476.832748  0.718858   694.868817   0.0   1.647549e-20   1.551651e+02   4.989960e+02   5.000000e+02
66    330.0  0.251  242.390840  0.251000  242.390840  0.582090  284.735566  0.706744  469.489314  0.718421   687.779353   0.0   9.417352e-27   1.330953e+02   4.985682e+02   5.000000e+02
67    335.0  0.251  241.665119  0.251000  241.665119  0.570127  282.057294  0.705843  462.134410  0.717986   680.679217   0.0   5.513834e-33   1.126224e+02   4.979859e+02   5.000000e+02
68    340.0  0.251  240.939397  0.251000  240.939397  0.558796  279.611736  0.704884  454.770022  0.717552   673.568445   0.0   3.293103e-39   9.395412e+01   4.972045e+02   5.000000e+02
69    345.0  0.251  240.213676  0.251000  240.213676  0.548328  277.359201  0.703857  447.398861  0.717118   666.447068   0.0   1.987770e-45   7.726204e+01   4.961707e+02   4.999999e+02
70    350.0  0.251  239.487955  0.251000  239.487955  0.537929  275.266410  0.702753  440.024513  0.716685   659.315109   0.0   1.200513e-51   6.259654e+01   4.948217e+02   4.999999e+02
71    355.0  0.251  238.762234  0.251000  238.762234  0.527822  273.315689  0.701561  432.651611  0.716251   652.172584   0.0   7.198967e-58   4.994136e+01   4.930854e+02   4.999998e+02
72    360.0  0.251  238.036513  0.251000  238.036513  0.518254  271.489031  0.700271  425.286007  0.715817   645.019501   0.0   4.269158e-64   3.922283e+01   4.908804e+02   4.999996e+02
73    365.0  0.251  237.310792  0.251000  237.310792  0.509451  269.768653  0.698868  417.934935  0.715382   637.855860   0.0   2.502773e-70   3.031737e+01   4.881174e+02   4.999994e+02
74    370.0  0.251  236.585071  0.251000  236.585071  0.501595  268.137503  0.697339  410.607167  0.714945   630.681653   0.0   1.454072e-76   2.306194e+01   4.846997e+02   4.999989e+02
75    375.0  0.251  235.859350  0.251000  235.859350  0.494804  266.579712  0.695669  403.313145  0.714507   623.496859   0.0   8.407700e-83   1.726650e+01   4.805264e+02   4.999983e+02
76    380.0  0.251  235.133629  0.251000  235.133629  0.489118  265.080951  0.693841  396.065074  0.714066   616.301451   0.0   4.861241e-89   1.272729e+01   4.754945e+02   4.999972e+02
77    385.0  0.251  234.407908  0.251000  234.407908  0.484502  263.628680  0.691836  388.876971  0.713623   609.095388   0.0   2.821682e-95   9.239756e+00   4.695024e+02   4.999955e+02
78    390.0  0.251  233.682187  0.251000  233.682187  0.480864  262.212253  0.689633  381.764664  0.713175   601.878621   0.0  1.647832e-101   6.609630e+00   4.624537e+02   4.999929e+02
79    395.0  0.251  232.956466  0.251000  232.956466  0.478074  260.822900  0.687210  374.745720  0.712723   594.651088   0.0  9.682880e-108   4.661165e+00   4.542617e+02   4.999890e+02
80    400.0  0.251  232.230745  0.251000  232.230745  0.475985  259.453599  0.684541  367.839316  0.712265   587.412719   0.0  5.715717e-114   3.242006e+00   4.448531e+02   4.999830e+02
81    405.0  0.251  231.505023  0.251000  231.505023  0.474455  258.098872  0.681597  361.066032  0.711801   580.163433   0.0  3.380711e-120   2.224938e+00   4.341724e+02   4.999740e+02
82    410.0  0.251  230.779302  0.251000  230.779302  0.473356  256.754553  0.678343  354.447586  0.711329   572.903146   0.0  1.998571e-126   1.507182e+00   4.221862e+02   4.999608e+02
83    415.0  0.251  230.053581  0.251000  230.053581  0.472578  255.417538  0.674741  348.006500  0.710848   565.631770   0.0  1.178715e-132   1.008071e+00   4.088854e+02   4.999415e+02
84    420.0  0.251  229.327860  0.251000  229.327860  0.472035  254.085568  0.670747  341.765723  0.710356   558.349222   0.0  6.929749e-139   6.658915e-01   3.942884e+02   4.999137e+02
85    425.0  0.251  228.602139  0.251000  228.602139  0.471660  252.757022  0.666308  335.748231  0.709852   551.055433   0.0  4.061820e-145   4.345031e-01   3.784422e+02   4.998741e+02
86    430.0  0.251  227.876418  0.251000  227.876418  0.471402  251.430762  0.661365  329.976613  0.709333   543.750360   0.0  2.375838e-151   2.801118e-01   3.614221e+02   4.998184e+02
87    435.0  0.251  227.150697  0.251000  227.150697  0.471225  250.105999  0.655865  324.472754  0.708798   536.434001   0.0  1.388560e-157   1.784340e-01   3.433314e+02   4.997406e+02
88    440.0  0.251  226.424976  0.251000  226.424976  0.471103  248.782198  0.649811  319.257876  0.708243   529.106417   0.0  8.119124e-164   1.123258e-01   3.243001e+02   4.996335e+02
89    445.0  0.251  225.699255  0.251000  225.699255  0.471016  247.458995  0.643591  314.354249  0.707666   521.767761   0.0  4.753805e-170   6.988378e-02   3.044885e+02   4.994876e+02
90    450.0  0.251  224.973534  0.251000  224.973534  0.470954  246.136152  0.638243  309.733591  0.707064   514.418309   0.0  2.788185e-176   4.297356e-02   2.841111e+02   4.992908e+02
91    455.0  0.251  224.247813  0.251000  224.247813  0.470906  244.813513  0.632643  305.345765  0.706432   507.058503   0.0  1.637871e-182   2.612054e-02   2.633894e+02   4.990284e+02
92    460.0  0.251  223.522092  0.251000  223.522092  0.470868  243.490976  0.626550  301.182873  0.705768   499.689002   0.0  9.631212e-189   1.569431e-02   2.425328e+02   4.986821e+02
93    465.0  0.251  222.796371  0.251000  222.796371  0.470836  242.168476  0.619944  297.248207  0.705066   492.310737   0.0  5.665289e-195   9.321836e-03   2.217544e+02   4.982297e+02
94    470.0  0.251  222.070649  0.251000  222.070649  0.470807  240.845972  0.612799  293.542882  0.704321   484.924978   0.0  3.331407e-201   5.473644e-03   2.012635e+02   4.976451e+02
95    475.0  0.251  221.344928  0.251000  221.344928  0.470781  239.523438  0.605093  290.065821  0.703529   477.533413   0.0  1.957570e-207   3.177464e-03   1.812606e+02   4.968973e+02
96    480.0  0.251  220.619207  0.251000  220.619207  0.470756  238.200858  0.596810  286.813818  0.702684   470.138227   0.0  1.149299e-213   1.823576e-03   1.619318e+02   4.959501e+02
97    485.0  0.251  219.893486  0.251000  219.893486  0.470731  236.878222  0.587943  283.781645  0.701779   462.742191   0.0  6.742637e-220   1.034695e-03   1.434448e+02   4.947626e+02
98    490.0  0.251  219.167765  0.251000  219.167765  0.470706  235.555523  0.578510  280.962241  0.700808   455.348758   0.0  3.954010e-226   5.804293e-04   1.259446e+02   4.932884e+02
99    495.0  0.251  218.442044  0.251000  218.442044  0.470681  234.232756  0.568675  278.347204  0.699763   447.962153   0.0  2.318536e-232   3.219086e-04   1.095537e+02   4.914761e+02
100   500.0  0.251  217.716323  0.251000  217.716323  0.470656  232.909919  0.559516  275.919900  0.698636   440.587472   0.0  1.359862e-238   1.765044e-04   9.438297e+01   4.892697e+02
101   505.0  0.251  216.990602  0.251000  216.990602  0.470630  231.587009  0.551022  273.650194  0.697418   433.230763   0.0  7.979306e-245   9.567668e-05   8.053123e+01   4.866088e+02
102   510.0  0.251  216.264881  0.251000  216.264881  0.470604  230.264024  0.542529  271.514375  0.696102   425.899111   0.0  4.684299e-251   5.127023e-05   6.803115e+01   4.834303e+02
103   515.0  0.251  215.539160  0.251000  215.539160  0.470578  228.940963  0.534159  269.500708  0.694675   418.600695   0.0  2.751036e-257   2.715855e-05   5.688523e+01   4.796686e+02
104   520.0  0.251  214.813439  0.251000  214.813439  0.470551  227.617824  0.526046  267.597157  0.693127   411.344842   0.0  1.616023e-263   1.421982e-05   4.706897e+01   4.752577e+02
105   525.0  0.251  214.087718  0.251000  214.087718  0.470523  226.294605  0.518325  265.791637  0.691447   404.142045   0.0  9.493287e-270   7.358372e-06   3.853295e+01   4.701323e+02
106   530.0  0.251  213.361997  0.251000  213.361997  0.470496  224.971305  0.511118  264.072251  0.689621   397.003961   0.0  5.576173e-276   3.762786e-06   3.120615e+01   4.642301e+02
107   535.0  0.251  212.636275  0.251000  212.636275  0.470467  223.647921  0.504527  262.427515  0.687635   389.943380   0.0  3.274678e-282   1.901087e-06   2.499996e+01   4.574936e+02
108   540.0  0.251  211.910554  0.251000  211.910554  0.470438  222.324454  0.498627  260.846567  0.685473   382.974157   0.0  1.922690e-288   9.487772e-07   1.981273e+01   4.498720e+02
109   545.0  0.251  211.184833  0.251000  211.184833  0.470408  221.000901  0.493460  259.319342  0.683117   376.111119   0.0  1.128708e-294   4.676024e-07   1.553469e+01   4.413234e+02
110   550.0  0.251  210.459112  0.251000  210.459112  0.470378  219.677259  0.489030  257.836709  0.680547   369.369929   0.0  6.625601e-301   2.275042e-07   1.205280e+01   4.318167e+02
111   555.0  0.251  209.733391  0.251000  209.733391  0.470347  218.353528  0.485312  256.390552  0.677742   362.766929   0.0  3.889395e-307   1.092228e-07   9.255393e+00   4.213334e+02
112   560.0  0.251  209.007670  0.251000  209.007670  0.470315  217.029705  0.482253  254.973810  0.674676   356.318947   0.0  2.283414e-313   5.171403e-08   7.036080e+00   4.098689e+02
113   565.0  0.251  208.281949  0.251000  208.281949  0.470282  215.705786  0.479782  253.580458  0.671320   350.043088   0.0  1.340450e-319   2.413057e-08   5.296729e+00   3.974340e+02
114   570.0  0.251  207.556228  0.251000  207.556228  0.470247  214.381768  0.477822  252.205458  0.667641   343.956500   0.0   0.000000e+00   1.108647e-08   3.949448e+00   3.840551e+02
115   575.0  0.251  206.830507  0.251000  206.830507  0.470208  213.057641  0.476291  250.844673  0.663602   338.076147   0.0   0.000000e+00   5.009128e-09   2.917568e+00   3.697748e+02
116   580.0  0.251  206.104786  0.251000  206.104786  0.470159  211.733385  0.475112  249.494763  0.659160   332.418578   0.0   0.000000e+00   2.222156e-09   2.135782e+00   3.546513e+02
117   585.0  0.251  205.379065  0.251000  205.379065  0.470088  210.408953  0.474217  248.153074  0.654279   326.999780   0.0   0.000000e+00   9.657639e-10   1.549630e+00   3.387579e+02
118   590.0  0.251  204.653344  0.251000  204.653344  0.469962  209.084229  0.473544  246.817531  0.648971   321.835305   0.0   0.000000e+00   4.099211e-10   1.114571e+00   3.221825e+02
119   595.0  0.251  203.927623  0.251000  203.927623  0.469697  207.758926  0.473044  245.486531  0.643543   316.941694   0.0   0.000000e+00   1.691585e-10   7.948016e-01   3.050308e+02
120   600.0  0.251  203.201901  0.251000  203.201901  0.469084  206.432331  0.472676  244.158853  0.638926   312.296428   0.0   0.000000e+00   6.740001e-11   5.619975e-01   2.874436e+02
121   605.0  0.251  202.476180  0.251000  202.476180  0.467580  205.102664  0.472407  242.833578  0.634220   307.855689   0.0   0.000000e+00   2.564496e-11   3.940759e-01   2.695684e+02
122   610.0  0.251  201.750459  0.251000  201.750459  0.463738  203.765574  0.472211  241.510023  0.629146   303.608873   0.0   0.000000e+00   9.141840e-12   2.740525e-01   2.515393e+02
123   615.0  0.251  201.024738  0.251000  201.024738  0.453343  202.411311  0.472070  240.187684  0.623695   299.559038   0.0   0.000000e+00   2.942027e-12   1.890292e-01   2.334948e+02
124   620.0  0.251  200.299017  0.251000  200.299017  0.422193  201.033016  0.471967  238.866195  0.617851   295.707868   0.0   0.000000e+00   7.808068e-13   1.293283e-01   2.155725e+02
125   625.0  0.251  199.573296  0.251000  199.573296  0.334187  199.785976  0.471892  237.545291  0.611598   292.055617   0.0   0.000000e+00   1.200898e-13   8.777147e-02   1.979073e+02
126   630.0  0.251  198.847575  0.251000  198.847575  0.257310  198.859455  0.471837  236.224783  0.604921   288.601119   0.0   0.000000e+00   1.826734e-15   5.909221e-02   1.806280e+02
127   635.0  0.251  198.121854  0.251000  198.121854  0.251016  198.121882  0.471796  234.904538  0.597812   285.341829   0.0   0.000000e+00   5.937258e-20   3.946794e-02   1.638554e+02
128   640.0  0.251  197.396133  0.251000  197.396133  0.251000  197.396133  0.471765  233.584462  0.590263   282.273883   0.0   0.000000e+00   3.446606e-26   2.615260e-02   1.476995e+02
129   645.0  0.251  196.670412  0.251000  196.670412  0.251000  196.670412  0.471741  232.264490  0.582276   279.392186   0.0   0.000000e+00   1.919932e-32   1.719328e-02   1.322581e+02
130   650.0  0.251  195.944691  0.251000  195.944691  0.251000  195.944691  0.471721  230.944577  0.573887   276.690576   0.0   0.000000e+00   1.073929e-38   1.121483e-02   1.176157e+02
131   655.0  0.251  195.218970  0.251000  195.218970  0.251000  195.218970  0.471704  229.624691  0.565372   274.162475   0.0   0.000000e+00   6.093855e-45   7.258261e-03   1.038445e+02
132   660.0  0.251  194.493249  0.251000  194.493249  0.251000  194.493249  0.471689  228.304813  0.557820   271.788537   0.0   0.000000e+00   3.523978e-51   4.661152e-03   9.102005e+01
133   665.0  0.251  193.767527  0.251000  193.767527  0.251000  193.767527  0.471675  226.984929  0.550473   269.543448   0.0   0.000000e+00   2.072986e-57   2.970225e-03   7.919540e+01
134   670.0  0.251  193.041806  0.251000  193.041806  0.251000  193.041806  0.471662  225.665027  0.543124   267.413619   0.0   0.000000e+00   1.232380e-63   1.878171e-03   6.838792e+01
135   675.0  0.251  192.316085  0.251000  192.316085  0.251000  192.316085  0.471650  224.345103  0.535866   265.390200   0.0   0.000000e+00   7.344920e-70   1.178539e-03   5.859954e+01
136   680.0  0.251  191.590364  0.251000  191.590364  0.251000  191.590364  0.471638  223.025153  0.528783   263.464146   0.0   0.000000e+00   4.358964e-76   7.338879e-04   4.981633e+01
137   685.0  0.251  190.864643  0.251000  190.864643  0.251000  190.864643  0.471626  221.705172  0.521960   261.626343   0.0   0.000000e+00   2.565508e-82   4.535287e-04   4.200994e+01
138   690.0  0.251  190.138922  0.251000  190.138922  0.251000  190.138922  0.471614  220.385159  0.515482   259.867745   0.0   0.000000e+00   1.495864e-88   2.781517e-04   3.513914e+01
139   695.0  0.251  189.413201  0.251000  189.413201  0.251000  189.413201  0.471602  219.065113  0.509424   258.179509   0.0   0.000000e+00   8.653041e-95   1.693060e-04   2.915163e+01
140   700.0  0.251  188.687480  0.251000  188.687480  0.251000  188.687480  0.471590  217.745033  0.503847   256.553125   0.0   0.000000e+00  4.981537e-101   1.022795e-04   2.398612e+01
141   705.0  0.251  187.961759  0.251000  187.961759  0.251000  187.961759  0.471578  216.424918  0.498796   254.980527   0.0   0.000000e+00  2.864975e-107   6.132553e-05   1.957470e+01
142   710.0  0.251  187.236038  0.251000  187.236038  0.251000  187.236038  0.471566  215.104767  0.494297   253.454190   0.0   0.000000e+00  1.651637e-113   3.649563e-05   1.584522e+01
143   715.0  0.251  186.510317  0.251000  186.510317  0.251000  186.510317  0.471554  213.784580  0.490354   251.967201   0.0   0.000000e+00  9.564830e-120   2.155745e-05   1.272376e+01
144   720.0  0.251  185.784596  0.251000  185.784596  0.251000  185.784596  0.471541  212.464356  0.486954   250.513315   0.0   0.000000e+00  5.567099e-126   1.263921e-05   1.013688e+01
145   725.0  0.251  185.058875  0.251000  185.058875  0.251000  185.058875  0.471529  211.144095  0.484066   249.086972   0.0   0.000000e+00  3.253439e-132   7.355587e-06   8.013674e+00
146   730.0  0.251  184.333153  0.251000  184.333153  0.251000  184.333153  0.471516  209.823797  0.481650   247.683304   0.0   0.000000e+00  1.905447e-138   4.249106e-06   6.287356e+00
147   735.0  0.251  183.607432  0.251000  183.607432  0.251000  183.607432  0.471503  208.503460  0.479657   246.298111   0.0   0.000000e+00  1.116069e-144   2.436507e-06   4.896497e+00
148   740.0  0.251  182.881711  0.251000  182.881711  0.251000  182.881711  0.471490  207.183084  0.478033   244.927818   0.0   0.000000e+00  6.526893e-151   1.386864e-06   3.785768e+00
149   745.0  0.251  182.155990  0.251000  182.155990  0.251000  182.155990  0.471477  205.862670  0.476727   243.569427   0.0   0.000000e+00  3.807640e-157   7.836130e-07   2.906295e+00
150   750.0  0.251  181.430269  0.251000  181.430269  0.251000  181.430269  0.471464  204.542217  0.475686   242.220456   0.0   0.000000e+00  2.215690e-163   4.395166e-07   2.215660e+00
